state,city,datetime,crop_type,growth_stage,air_temperature_c,relative_humidity_%,rainfall_mm,wind_speed_mps,solar_radiation_wm2,soil_moisture_%,soil_temperature_c,soil_ph,irrigation_status,fertilizer_applied,pest_risk_level,crop_health_index,crop_duration_days,region
Haryana,Karnal,2024-03-28 07:00:00,Wheat,Harvest,16.2,56.4,3.5,2.3,421.3,57.3,12.8,5.8,ON,ORGANIC,HIGH,73,171,North India
Meghalaya,Tura,2024-11-23 15:00:00,Potato,Harvest,14.7,84.5,7.2,0.7,381.0,61.2,10.9,5.4,OFF,SSP,MEDIUM,79,120,Northeast India
Rajasthan,Jaipur,2023-12-21 00:00:00,Cotton,Fruiting,29.6,60.7,3.1,4.4,410.5,44.0,27.1,6.2,ON,NONE,MEDIUM,87,113,North India
West Bengal,Malda,2024-11-17 05:00:00,Tea,Flowering,21.3,75.3,11.7,6.3,686.0,55.0,18.1,5.1,ON,DAP,HIGH,57,155,East India
Assam,Guwahati,2023-01-09 08:00:00,Mustard,Harvest,12.9,52.6,1.3,5.8,597.8,46.1,9.7,6.8,OFF,UREA,HIGH,66,153,Northeast India
Madhya Pradesh,Bhopal,2024-09-02 23:00:00,Chickpea,Vegetative,20.4,44.2,3.0,2.5,200.7,36.6,17.7,6.7,ON,ORGANIC,HIGH,58,122,Central India
Odisha,Rourkela,2024-01-24 10:00:00,Groundnut,Harvest,27.0,57.1,2.0,3.8,463.3,39.2,23.5,5.6,OFF,UREA,HIGH,59,104,East India
Sikkim,Gangtok,2023-02-03 14:00:00,Cardamom,Maturity,27.0,78.7,12.1,5.3,405.5,58.9,23.2,5.8,OFF,MOP,HIGH,74,94,Northeast India
Madhya Pradesh,Indore,2023-06-17 14:00:00,Cotton,Fruiting,25.8,70.6,3.0,1.1,596.9,48.8,24.4,7.7,OFF,DAP,MEDIUM,71,137,Central India
Andhra Pradesh,Visakhapatnam,2023-11-28 22:00:00,Rice,Vegetative,28.3,83.5,12.1,0.8,758.6,68.5,26.2,6.3,ON,UREA,MEDIUM,72,138,South India
Odisha,Cuttack,2023-04-19 00:00:00,Jute,Germination,35.0,85.6,10.0,2.3,296.1,65.1,33.7,6.0,OFF,ORGANIC,HIGH,74,173,East India
Bihar,Darbhanga,2024-09-27 06:00:00,Lentil,Maturity,19.9,66.1,1.8,3.0,263.3,44.4,17.7,7.9,OFF,SSP,HIGH,58,93,East India
Rajasthan,Jaipur,2023-07-18 08:00:00,Chickpea,Flowering,17.2,36.7,3.1,4.7,299.6,42.2,14.3,8.2,OFF,UREA,MEDIUM,77,160,North India
Himachal Pradesh,Shimla,2023-08-26 11:00:00,Potato,Fruiting,24.3,72.5,2.4,1.3,508.8,54.8,22.6,5.1,OFF,NONE,LOW,81,158,North India
Telangana,Nizamabad,2023-01-14 13:00:00,Chilli,Maturity,23.2,56.5,7.3,3.1,616.2,43.5,19.6,5.6,OFF,DAP,LOW,86,180,South India
Telangana,Warangal,2024-11-17 03:00:00,Chilli,Fruiting,29.9,68.9,7.7,5.7,469.2,41.7,28.7,6.2,ON,SSP,LOW,61,99,South India
Meghalaya,Shillong,2024-03-24 20:00:00,Rice,Germination,33.4,65.9,9.0,6.5,455.4,80.0,31.6,5.9,OFF,MOP,HIGH,70,169,Northeast India
Arunachal Pradesh,Itanagar,2023-09-23 22:00:00,Orange,Flowering,24.7,68.6,6.4,3.3,380.1,44.4,20.9,7.0,ON,SSP,LOW,77,176,Northeast India
Jharkhand,Ranchi,2024-02-29 11:00:00,Mustard,Vegetative,22.6,56.2,2.6,4.6,615.1,56.2,21.2,7.5,OFF,NONE,LOW,79,172,East India
Kerala,Thiruvananthapuram,2024-01-18 18:00:00,Rice,Harvest,26.0,68.6,14.8,3.8,560.2,61.5,23.6,5.8,OFF,ORGANIC,LOW,91,119,South India
Telangana,Hyderabad,2024-07-05 18:00:00,Chilli,Flowering,30.2,57.1,2.0,4.3,455.0,54.2,27.1,5.5,OFF,UREA,LOW,89,125,South India
Kerala,Kozhikode,2023-03-17 05:00:00,Coconut,Harvest,30.6,77.6,10.9,3.8,639.3,78.9,29.0,5.9,OFF,SSP,HIGH,66,102,South India
Tamil Nadu,Tiruchirappalli,2023-02-03 07:00:00,Cotton,Germination,34.7,56.8,2.5,6.4,377.6,27.5,32.8,6.8,OFF,DAP,MEDIUM,60,90,South India
Meghalaya,Shillong,2023-05-20 13:00:00,Orange,Maturity,28.6,72.6,3.7,5.9,206.9,46.6,25.7,6.9,OFF,UREA,MEDIUM,62,163,Northeast India
Andhra Pradesh,Visakhapatnam,2023-05-22 22:00:00,Rice,Fruiting,28.4,78.8,11.6,5.9,399.7,54.9,26.1,6.1,ON,ORGANIC,HIGH,47,97,South India
Tripura,Dharmanagar,2024-05-12 08:00:00,Mustard,Seedling,12.7,49.0,2.2,3.9,649.5,51.8,10.6,6.8,ON,SSP,LOW,79,167,Northeast India
Andhra Pradesh,Visakhapatnam,2024-01-25 23:00:00,Chilli,Fruiting,26.6,70.1,3.8,5.8,672.2,47.7,25.5,7.1,OFF,SSP,LOW,77,139,South India
Maharashtra,Solapur,2023-11-12 00:00:00,Sugarcane,Maturity,32.9,84.6,10.2,1.8,416.1,52.7,29.0,6.2,OFF,SSP,HIGH,52,123,West India
Assam,Jorhat,2024-08-18 05:00:00,Mustard,Flowering,13.7,53.6,4.7,5.6,570.2,42.0,12.3,7.1,OFF,DAP,MEDIUM,67,160,Northeast India
Haryana,Rohtak,2024-11-22 00:00:00,Wheat,Harvest,18.0,70.0,1.0,4.7,429.4,49.8,14.2,7.5,OFF,NONE,MEDIUM,73,137,North India
Uttar Pradesh,Gorakhpur,2024-07-02 17:00:00,Potato,Seedling,23.0,68.0,8.0,5.8,618.7,66.4,19.2,6.3,OFF,MOP,MEDIUM,74,166,North India
Punjab,Jalandhar,2024-06-12 20:00:00,Wheat,Harvest,18.7,60.2,3.6,5.0,694.2,39.5,15.1,7.5,ON,NPK,HIGH,57,179,North India
Punjab,Amritsar,2023-08-27 07:00:00,Rice,Germination,26.7,79.9,9.9,1.0,442.7,64.6,23.1,5.7,OFF,UREA,LOW,78,91,North India
Chhattisgarh,Durg,2023-08-21 03:00:00,Maize,Flowering,26.5,76.3,5.8,2.8,315.0,39.3,22.8,6.0,ON,MOP,MEDIUM,75,157,Central India
Goa,Margao,2024-05-30 00:00:00,Mango,Seedling,33.7,61.5,9.2,2.8,292.3,51.3,31.5,6.6,ON,MOP,LOW,73,167,West India
Maharashtra,Solapur,2023-11-22 17:00:00,Sugarcane,Germination,25.5,73.9,4.8,0.7,721.7,78.5,23.7,6.4,ON,ORGANIC,LOW,73,153,West India
Haryana,Panipat,2024-08-10 04:00:00,Cotton,Flowering,28.1,58.6,4.0,3.1,776.9,50.8,26.0,6.3,OFF,UREA,LOW,79,122,North India
Telangana,Hyderabad,2023-07-29 22:00:00,Rice,Maturity,25.3,90.2,10.5,4.5,709.4,72.1,22.3,6.2,OFF,DAP,HIGH,53,154,South India
Arunachal Pradesh,Pasighat,2023-09-09 08:00:00,Ginger,Flowering,27.0,66.8,5.7,4.6,353.3,60.7,24.8,6.4,OFF,DAP,LOW,71,136,Northeast India
Tamil Nadu,Coimbatore,2023-06-26 22:00:00,Sugarcane,Harvest,36.2,68.9,11.5,0.8,284.8,47.0,33.3,7.7,ON,NPK,LOW,84,93,South India
Arunachal Pradesh,Naharlagun,2024-05-28 10:00:00,Rice,Seedling,26.9,86.5,11.9,4.6,225.9,62.5,25.6,7.2,OFF,NPK,LOW,70,148,Northeast India
Himachal Pradesh,Shimla,2023-10-05 01:00:00,Maize,Flowering,30.1,84.4,3.6,3.3,632.5,63.3,26.6,5.9,ON,UREA,HIGH,50,168,North India
Andhra Pradesh,Guntur,2024-05-29 16:00:00,Chilli,Seedling,24.2,59.3,5.2,1.2,734.2,44.2,21.4,6.3,OFF,NPK,LOW,81,130,South India
Andhra Pradesh,Vijayawada,2023-08-21 11:00:00,Chilli,Seedling,28.8,81.2,3.5,2.3,295.7,42.4,25.5,6.8,ON,SSP,MEDIUM,89,170,South India
Karnataka,Bengaluru,2023-07-04 11:00:00,Groundnut,Maturity,32.0,67.8,1.2,4.6,730.3,35.9,29.9,6.0,OFF,NONE,LOW,82,153,South India
Gujarat,Ahmedabad,2023-10-11 01:00:00,Tobacco,Fruiting,32.6,66.9,4.7,2.0,276.0,45.0,31.2,5.5,OFF,DAP,MEDIUM,57,144,West India
Manipur,Thoubal,2023-02-03 07:00:00,Rice,Flowering,28.3,83.6,10.8,6.2,546.6,83.3,25.7,6.7,ON,ORGANIC,LOW,79,106,Northeast India
West Bengal,Malda,2024-03-26 14:00:00,Wheat,Fruiting,23.4,40.9,4.3,5.7,600.9,45.9,19.5,6.3,ON,NONE,HIGH,49,150,East India
Tamil Nadu,Tiruchirappalli,2023-11-12 11:00:00,Cotton,Harvest,32.4,46.0,3.5,0.8,217.3,30.3,30.4,6.6,OFF,NONE,HIGH,72,118,South India
Andhra Pradesh,Guntur,2023-06-04 00:00:00,Tobacco,Harvest,26.6,56.5,7.6,3.3,674.9,47.4,25.4,6.4,ON,MOP,MEDIUM,62,122,South India
Himachal Pradesh,Shimla,2024-10-14 08:00:00,Potato,Maturity,15.5,85.9,6.4,1.5,318.1,64.3,12.3,5.8,ON,NONE,MEDIUM,68,108,North India
Odisha,Rourkela,2024-05-29 23:00:00,Rice,Seedling,28.0,70.5,13.0,5.5,521.9,68.4,25.5,6.8,ON,DAP,LOW,75,107,East India
Bihar,Patna,2023-08-21 00:00:00,Sugarcane,Vegetative,25.8,62.5,8.7,0.9,585.7,45.8,23.4,7.5,ON,UREA,MEDIUM,70,154,East India
Telangana,Warangal,2023-01-18 10:00:00,Cotton,Fruiting,24.2,66.1,2.9,2.0,338.4,51.2,22.6,7.0,OFF,MOP,MEDIUM,58,149,South India
Sikkim,Namchi,2024-01-26 19:00:00,Maize,Vegetative,32.4,72.5,4.4,2.8,780.4,62.1,29.8,6.5,ON,DAP,MEDIUM,77,168,Northeast India
Telangana,Warangal,2024-01-29 00:00:00,Chilli,Harvest,23.3,76.1,5.9,2.1,559.5,48.3,20.9,6.0,ON,NPK,LOW,61,179,South India
Rajasthan,Bikaner,2024-03-28 00:00:00,Bajra,Germination,29.6,42.0,3.1,4.3,560.2,31.7,26.4,7.2,ON,NONE,LOW,73,102,North India
Tamil Nadu,Thanjavur,2023-02-01 19:00:00,Sugarcane,Flowering,30.2,83.1,12.8,1.2,707.5,55.9,27.8,6.0,OFF,MOP,HIGH,77,160,South India
Maharashtra,Pune,2024-03-15 01:00:00,Cotton,Fruiting,28.9,56.1,3.7,0.9,212.7,33.1,27.2,7.5,ON,MOP,MEDIUM,65,155,West India
Bihar,Gaya,2024-06-27 17:00:00,Wheat,Vegetative,20.4,45.8,6.6,5.3,201.6,51.5,16.8,6.4,ON,SSP,MEDIUM,84,124,East India
Mizoram,Champhai,2024-10-26 06:00:00,Ginger,Harvest,25.9,82.0,8.4,3.2,554.4,71.8,24.9,6.6,OFF,NONE,HIGH,57,163,Northeast India
Telangana,Hyderabad,2024-06-16 15:00:00,Sugarcane,Vegetative,29.6,82.6,10.2,4.8,557.3,63.1,27.5,6.9,OFF,NONE,MEDIUM,75,177,South India
Tripura,Udaipur,2024-03-14 10:00:00,Rubber,Germination,23.3,85.7,7.7,2.6,336.7,77.3,20.5,5.9,ON,MOP,MEDIUM,86,130,Northeast India
Tamil Nadu,Coimbatore,2024-09-05 16:00:00,Turmeric,Germination,26.2,71.0,7.2,5.7,208.0,50.6,24.2,6.3,OFF,UREA,LOW,73,134,South India
Mizoram,Champhai,2024-11-02 11:00:00,Banana,Seedling,26.8,78.7,7.7,3.9,356.9,74.8,22.9,7.1,ON,ORGANIC,HIGH,56,109,Northeast India
Gujarat,Surat,2024-03-07 01:00:00,Tobacco,Germination,29.9,70.0,5.1,3.1,464.6,40.1,28.4,6.5,OFF,UREA,MEDIUM,53,93,West India
Telangana,Hyderabad,2023-05-27 17:00:00,Chilli,Maturity,26.1,68.0,7.0,5.7,407.0,40.1,24.0,6.6,OFF,SSP,MEDIUM,84,142,South India
Himachal Pradesh,Mandi,2024-11-23 13:00:00,Ginger,Maturity,27.5,70.5,6.0,1.5,676.0,52.9,26.1,5.6,OFF,MOP,LOW,68,171,North India
Telangana,Hyderabad,2023-04-17 19:00:00,Sugarcane,Flowering,30.1,71.3,6.0,5.2,702.6,72.5,26.7,6.2,OFF,UREA,HIGH,47,152,South India
Telangana,Khammam,2024-01-31 01:00:00,Soybean,Vegetative,24.4,76.2,2.3,4.1,497.0,66.6,22.3,6.3,OFF,DAP,HIGH,73,176,South India
Kerala,Kozhikode,2023-09-21 23:00:00,Coconut,Germination,30.3,71.1,11.1,4.3,478.3,55.5,26.9,6.1,ON,UREA,LOW,74,98,South India
Arunachal Pradesh,Naharlagun,2024-10-15 17:00:00,Ginger,Maturity,21.2,70.8,6.5,3.0,776.8,68.3,19.6,7.1,ON,MOP,MEDIUM,81,97,Northeast India
Himachal Pradesh,Dharamshala,2024-04-29 22:00:00,Apple,Maturity,22.8,56.7,0.3,3.5,612.8,50.4,20.9,6.7,ON,MOP,MEDIUM,68,173,North India
Rajasthan,Jaipur,2024-01-17 14:00:00,Chickpea,Germination,16.1,53.0,1.1,3.3,330.2,33.1,14.6,7.4,ON,ORGANIC,HIGH,65,114,North India
Haryana,Ambala,2023-06-16 19:00:00,Wheat,Seedling,25.0,44.0,3.0,2.2,697.1,48.2,21.5,7.5,ON,DAP,MEDIUM,86,112,North India
Mizoram,Lunglei,2023-01-14 03:00:00,Banana,Germination,28.6,74.1,11.5,5.8,727.8,55.2,25.1,6.1,ON,DAP,HIGH,62,157,Northeast India
Uttarakhand,Roorkee,2024-06-04 04:00:00,Rice,Seedling,23.9,81.9,10.9,2.3,552.9,67.1,20.2,6.5,ON,ORGANIC,HIGH,71,149,North India
Uttarakhand,Dehradun,2024-03-19 15:00:00,Potato,Germination,24.1,67.8,2.4,0.6,381.8,62.1,21.7,4.8,OFF,DAP,LOW,70,168,North India
Kerala,Thiruvananthapuram,2023-04-23 17:00:00,Rice,Germination,34.1,90.5,9.8,6.4,205.8,68.7,33.0,6.8,OFF,SSP,HIGH,64,157,South India
Bihar,Bhagalpur,2024-04-13 16:00:00,Sugarcane,Seedling,39.5,76.2,5.9,4.1,542.6,66.4,35.9,6.8,ON,DAP,LOW,74,130,East India
Bihar,Gaya,2024-10-02 16:00:00,Wheat,Germination,16.4,60.4,2.5,1.5,455.4,56.5,15.3,6.9,ON,DAP,LOW,72,137,East India
Assam,Dibrugarh,2024-08-16 10:00:00,Rice,Seedling,35.9,92.4,14.8,1.3,549.7,75.2,33.8,6.9,OFF,UREA,LOW,77,128,Northeast India
Himachal Pradesh,Shimla,2024-11-23 18:00:00,Wheat,Vegetative,23.6,44.6,2.5,0.5,369.0,34.5,20.0,6.5,OFF,NONE,MEDIUM,67,168,North India
Uttarakhand,Roorkee,2024-07-22 23:00:00,Apple,Vegetative,7.9,51.2,5.4,4.3,433.4,38.6,4.1,6.5,ON,MOP,HIGH,67,113,North India
Gujarat,Junagadh,2023-11-27 13:00:00,Cotton,Vegetative,33.3,44.0,5.0,5.7,456.5,40.1,31.8,7.0,OFF,DAP,MEDIUM,58,171,West India
Gujarat,Surat,2024-03-13 20:00:00,Cotton,Fruiting,31.2,51.6,0.3,2.6,775.0,47.6,30.1,7.8,OFF,NPK,MEDIUM,88,171,West India
Mizoram,Aizawl,2023-12-09 15:00:00,Ginger,Maturity,25.1,79.0,4.0,6.2,356.3,59.1,23.1,6.7,OFF,ORGANIC,LOW,70,95,Northeast India
Gujarat,Junagadh,2024-04-28 13:00:00,Groundnut,Vegetative,27.1,67.3,5.9,4.2,383.9,40.9,23.8,5.8,OFF,NONE,MEDIUM,68,156,West India
Punjab,Amritsar,2024-05-23 02:00:00,Sugarcane,Maturity,30.9,68.6,7.6,0.5,208.6,64.8,27.0,7.6,ON,UREA,LOW,68,133,North India
Mizoram,Champhai,2024-05-31 16:00:00,Maize,Fruiting,27.8,70.5,1.7,6.5,299.9,43.7,25.3,6.5,OFF,SSP,HIGH,47,146,Northeast India
Goa,Vasco da Gama,2024-06-22 23:00:00,Rice,Seedling,28.2,78.7,11.5,3.3,664.0,66.9,26.2,6.0,OFF,DAP,MEDIUM,69,90,West India
Nagaland,Kohima,2023-10-20 12:00:00,Soybean,Vegetative,21.1,61.3,5.6,6.4,244.5,55.1,17.5,6.2,OFF,SSP,MEDIUM,73,136,Northeast India
Chhattisgarh,Bilaspur,2023-11-20 19:00:00,Soybean,Harvest,21.3,72.4,6.5,0.7,450.9,66.4,20.0,6.1,OFF,DAP,HIGH,65,109,Central India
Andhra Pradesh,Kurnool,2023-05-04 09:00:00,Groundnut,Maturity,33.6,68.9,4.1,5.2,453.8,57.8,32.2,5.5,OFF,UREA,MEDIUM,74,147,South India
Chhattisgarh,Durg,2024-04-04 12:00:00,Maize,Fruiting,25.0,55.5,8.3,6.5,727.8,43.2,21.4,6.2,OFF,UREA,HIGH,69,126,Central India
Tripura,Dharmanagar,2023-11-17 21:00:00,Jute,Maturity,30.9,77.7,13.1,5.2,400.3,60.9,29.7,6.6,ON,DAP,LOW,87,145,Northeast India
Maharashtra,Nagpur,2023-06-26 04:00:00,Soybean,Harvest,19.6,78.1,4.5,5.3,271.9,52.1,16.2,6.9,OFF,NONE,MEDIUM,85,168,West India
Chhattisgarh,Durg,2023-11-05 05:00:00,Groundnut,Germination,27.6,53.2,0.5,5.6,327.9,48.2,25.2,6.7,ON,NPK,MEDIUM,78,178,Central India
Tripura,Dharmanagar,2023-06-06 17:00:00,Mustard,Vegetative,22.5,41.0,4.0,4.6,351.0,39.2,20.9,6.8,ON,MOP,MEDIUM,78,116,Northeast India
Madhya Pradesh,Jabalpur,2023-11-28 04:00:00,Wheat,Harvest,24.1,51.8,7.2,5.2,506.0,54.5,22.7,7.4,OFF,MOP,HIGH,73,110,Central India
Meghalaya,Shillong,2024-05-20 10:00:00,Potato,Fruiting,22.6,70.3,6.3,4.9,292.8,52.0,19.2,5.8,OFF,DAP,MEDIUM,74,178,Northeast India
Assam,Dibrugarh,2023-08-16 02:00:00,Mustard,Seedling,17.7,68.6,5.7,1.9,799.4,54.1,14.0,6.4,OFF,NONE,MEDIUM,73,106,Northeast India
Assam,Dibrugarh,2023-07-15 21:00:00,Rice,Flowering,28.5,77.1,12.8,1.2,257.7,74.1,26.7,6.5,OFF,SSP,MEDIUM,92,176,Northeast India
Tamil Nadu,Coimbatore,2024-04-09 14:00:00,Groundnut,Harvest,34.5,74.7,2.9,3.2,386.2,50.5,31.7,5.7,ON,SSP,HIGH,44,176,South India
Karnataka,Mysuru,2024-04-04 22:00:00,Maize,Harvest,28.3,71.2,6.1,5.8,719.4,47.6,27.3,6.7,OFF,DAP,MEDIUM,82,140,South India
Goa,Vasco da Gama,2023-10-24 06:00:00,Rice,Harvest,26.8,84.8,4.0,4.7,638.9,66.8,24.0,6.5,OFF,ORGANIC,LOW,74,133,West India
Sikkim,Jorethang,2023-05-02 11:00:00,Rice,Vegetative,33.4,70.7,14.5,5.9,211.5,73.4,31.8,6.8,ON,NONE,MEDIUM,89,102,Northeast India
Goa,Panaji,2023-11-09 08:00:00,Cashew,Vegetative,36.6,53.8,0.3,4.8,631.6,62.4,32.6,6.5,OFF,ORGANIC,LOW,69,136,West India
Haryana,Rohtak,2024-10-18 16:00:00,Mustard,Harvest,21.8,68.9,3.7,0.6,366.3,45.3,20.1,7.1,ON,ORGANIC,MEDIUM,79,147,North India
West Bengal,Siliguri,2024-03-03 04:00:00,Potato,Germination,24.3,64.4,5.2,1.6,374.3,50.6,22.1,5.3,OFF,MOP,MEDIUM,75,177,East India
Maharashtra,Aurangabad,2024-10-11 15:00:00,Sugarcane,Germination,35.1,62.2,11.2,3.9,474.1,64.2,32.3,6.3,ON,ORGANIC,HIGH,55,116,West India
Rajasthan,Kota,2024-09-07 21:00:00,Wheat,Vegetative,17.7,45.4,3.3,3.0,561.3,37.3,15.5,6.5,OFF,NONE,MEDIUM,55,95,North India
Arunachal Pradesh,Pasighat,2024-11-15 00:00:00,Maize,Vegetative,24.1,54.9,4.8,2.7,617.9,47.6,22.9,6.0,OFF,NPK,MEDIUM,71,117,Northeast India
Uttar Pradesh,Agra,2023-10-28 12:00:00,Potato,Fruiting,27.3,71.1,2.2,6.5,398.0,63.0,24.2,5.3,ON,NPK,MEDIUM,79,102,North India
Assam,Silchar,2023-10-08 18:00:00,Mustard,Flowering,13.1,45.0,3.9,4.3,654.3,52.6,11.2,6.3,OFF,NONE,MEDIUM,68,158,Northeast India
Mizoram,Aizawl,2024-03-06 01:00:00,Banana,Seedling,30.2,72.8,4.3,0.8,792.3,56.7,28.1,5.6,OFF,NONE,MEDIUM,68,155,Northeast India
West Bengal,Kolkata,2024-08-24 01:00:00,Tea,Harvest,17.9,80.7,3.5,4.1,222.6,53.5,14.5,4.6,ON,ORGANIC,LOW,76,164,East India
Odisha,Rourkela,2024-09-24 08:00:00,Groundnut,Harvest,23.8,63.4,1.6,6.1,210.0,63.0,20.9,6.7,OFF,UREA,MEDIUM,70,180,East India
Sikkim,Jorethang,2024-02-01 21:00:00,Cardamom,Flowering,17.9,83.9,7.0,6.1,336.7,78.7,16.8,6.4,ON,MOP,MEDIUM,58,159,Northeast India
Uttarakhand,Dehradun,2023-09-21 02:00:00,Soybean,Germination,26.2,51.2,5.2,1.0,549.2,42.6,23.2,5.9,ON,MOP,MEDIUM,85,94,North India
Maharashtra,Pune,2023-09-19 18:00:00,Sugarcane,Vegetative,27.3,67.2,11.9,6.0,775.2,74.0,24.3,6.2,OFF,MOP,MEDIUM,69,127,West India
Rajasthan,Udaipur,2024-08-30 01:00:00,Groundnut,Seedling,30.0,78.2,6.0,5.8,364.7,48.2,26.3,6.4,OFF,NONE,MEDIUM,79,104,North India
Karnataka,Belagavi,2023-08-10 12:00:00,Cotton,Fruiting,28.8,37.0,4.7,5.0,203.7,59.9,25.5,6.3,OFF,NPK,LOW,80,154,South India
Mizoram,Lunglei,2024-08-11 08:00:00,Rice,Germination,29.2,88.3,7.6,2.5,462.1,61.0,27.8,6.6,ON,MOP,HIGH,75,124,Northeast India
Rajasthan,Udaipur,2023-05-10 14:00:00,Cotton,Harvest,34.1,47.7,5.7,5.6,448.3,55.6,31.4,7.8,ON,MOP,MEDIUM,74,116,North India
Goa,Panaji,2023-07-09 03:00:00,Coconut,Flowering,30.0,72.2,9.8,4.9,587.9,71.7,27.5,6.0,OFF,NPK,MEDIUM,84,172,West India
Odisha,Bhubaneswar,2023-09-24 08:00:00,Groundnut,Vegetative,27.2,72.2,3.0,3.1,779.3,39.2,24.6,6.5,OFF,SSP,HIGH,49,113,East India
Tamil Nadu,Coimbatore,2023-09-05 18:00:00,Turmeric,Maturity,25.4,78.2,7.2,5.1,339.0,70.3,22.1,6.1,OFF,ORGANIC,MEDIUM,77,113,South India
Gujarat,Vadodara,2023-03-04 15:00:00,Wheat,Maturity,25.4,43.2,2.5,3.6,243.3,43.4,22.1,6.9,OFF,UREA,LOW,89,101,West India
Punjab,Bathinda,2024-09-09 01:00:00,Wheat,Seedling,24.4,62.0,1.8,6.4,701.7,37.9,20.6,7.4,OFF,MOP,LOW,95,107,North India
Uttar Pradesh,Kanpur,2023-02-04 23:00:00,Mustard,Seedling,8.4,33.8,4.9,0.5,607.3,52.8,5.9,7.4,ON,UREA,LOW,65,96,North India
Rajasthan,Kota,2024-11-06 18:00:00,Wheat,Harvest,19.4,60.7,1.3,1.6,324.5,42.2,16.3,7.2,ON,MOP,LOW,85,155,North India
Nagaland,Dimapur,2024-09-11 11:00:00,Maize,Flowering,25.1,74.0,5.3,2.0,612.0,66.0,24.0,6.3,ON,NPK,MEDIUM,84,157,Northeast India
Andhra Pradesh,Kurnool,2023-10-22 15:00:00,Tobacco,Harvest,28.9,52.0,1.9,4.3,421.7,43.8,26.5,6.8,OFF,NPK,MEDIUM,69,139,South India
West Bengal,Malda,2023-12-09 00:00:00,Mustard,Vegetative,14.3,45.7,0,1.6,680.7,43.4,10.6,7.3,ON,ORGANIC,HIGH,77,162,East India
Uttarakhand,Nainital,2024-11-11 16:00:00,Potato,Fruiting,18.1,74.7,1.9,1.3,663.0,65.1,16.2,5.8,ON,NPK,MEDIUM,84,176,North India
Maharashtra,Solapur,2024-04-23 21:00:00,Cotton,Vegetative,35.4,67.4,3.8,4.2,319.8,32.4,34.2,7.7,OFF,NPK,LOW,82,116,West India
Andhra Pradesh,Kurnool,2024-04-05 07:00:00,Tobacco,Harvest,21.3,73.3,2.9,3.0,501.1,55.3,17.9,6.4,ON,NONE,HIGH,47,104,South India
Karnataka,Shivamogga,2024-11-18 23:00:00,Sugarcane,Seedling,33.2,62.6,3.3,3.9,641.3,64.7,30.0,6.9,ON,NPK,LOW,68,180,South India
Tripura,Dharmanagar,2024-10-13 13:00:00,Rice,Maturity,29.2,74.6,13.5,2.0,507.8,67.3,28.1,7.0,ON,ORGANIC,HIGH,78,105,Northeast India
Gujarat,Junagadh,2024-04-09 11:00:00,Cotton,Maturity,35.5,54.8,3.0,5.2,670.9,33.2,33.7,7.4,OFF,ORGANIC,HIGH,69,175,West India
Rajasthan,Jaipur,2024-10-26 07:00:00,Wheat,Harvest,24.7,49.2,5.5,6.2,659.5,48.8,21.6,7.1,OFF,SSP,MEDIUM,57,118,North India
Manipur,Churachandpur,2024-02-18 12:00:00,Mustard,Fruiting,12.9,33.5,2.2,1.9,340.4,42.2,10.4,7.2,OFF,UREA,MEDIUM,83,124,Northeast India
Madhya Pradesh,Indore,2023-04-14 00:00:00,Wheat,Flowering,24.5,64.0,5.3,5.0,447.0,56.2,20.6,6.5,OFF,NPK,HIGH,67,178,Central India
Kerala,Kochi,2024-06-21 13:00:00,Pepper,Vegetative,22.5,76.7,4.6,4.6,442.6,69.8,19.2,5.9,ON,DAP,HIGH,72,147,South India
Arunachal Pradesh,Itanagar,2023-10-31 21:00:00,Rice,Harvest,26.0,89.0,8.2,4.3,261.4,58.2,23.8,6.3,OFF,DAP,MEDIUM,66,93,Northeast India
Telangana,Nizamabad,2023-01-09 14:00:00,Soybean,Germination,23.9,59.2,6.4,0.6,250.9,64.6,20.1,6.6,OFF,NONE,HIGH,78,161,South India
Rajasthan,Jodhpur,2023-02-01 18:00:00,Wheat,Fruiting,20.0,63.2,2.4,0.7,593.3,43.3,16.1,7.2,OFF,MOP,LOW,93,147,North India
Bihar,Darbhanga,2024-04-25 22:00:00,Maize,Flowering,23.2,66.5,3.6,1.4,448.0,46.6,20.2,5.6,OFF,NPK,MEDIUM,60,178,East India
Assam,Guwahati,2024-11-08 01:00:00,Rice,Seedling,25.3,81.5,9.6,3.8,436.6,72.8,22.2,6.6,OFF,SSP,LOW,71,126,Northeast India
Gujarat,Ahmedabad,2024-05-15 12:00:00,Castor,Maturity,26.7,55.4,2.5,2.2,295.5,44.3,24.3,7.3,ON,NPK,MEDIUM,61,116,West India
Uttar Pradesh,Varanasi,2024-08-08 19:00:00,Wheat,Fruiting,27.4,63.6,4.1,1.8,452.7,45.9,24.9,6.6,ON,DAP,LOW,72,137,North India
Goa,Vasco da Gama,2024-01-30 11:00:00,Cashew,Maturity,23.0,62.7,2.3,1.9,277.3,37.3,19.6,5.3,OFF,DAP,MEDIUM,67,146,West India
Andhra Pradesh,Visakhapatnam,2024-03-20 09:00:00,Groundnut,Germination,31.2,72.9,5.7,0.6,533.6,53.4,27.8,6.0,ON,ORGANIC,LOW,92,174,South India
Punjab,Patiala,2024-08-11 15:00:00,Maize,Maturity,22.8,80.1,5.1,5.8,520.5,46.2,21.2,5.8,ON,ORGANIC,LOW,67,133,North India
